checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,572822513.133807,0.174574,1000000,50000000,50000000,2,32768,0,auto,2,64,297623285.276293,0.335995,0.513777,194637103.078586
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,576244438.252949,0.173537,1000000,50000000,50000000,4,32768,0,auto,2,64,284822768.143891,0.351096,0.527817,189459514.885090
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,681059919.089910,0.146830,1000000,50000000,50000000,2,32768,0,auto,4,64,298253803.528125,0.335285,0.485428,206003863.366876
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,582545547.080705,0.171660,1000000,50000000,50000000,4,32768,0,auto,4,64,296342745.815468,0.337447,0.512591,195087298.319895
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,566821188.094129,0.176422,1000000,50000000,50000000,2,32768,0,auto,4,64,284786329.243968,0.351140,0.530656,188445966.290178
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,590209878.526929,0.169431,1000000,50000000,50000000,4,32768,0,auto,4,64,289209511.111618,0.345770,0.518673,192799842.551312
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,626850206.769027,0.159528,1000000,50000000,50000000,2,32768,0,auto,2,64,291044929.157214,0.343590,0.506415,197466511.208566
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,601582207.710060,0.166228,1000000,50000000,50000000,4,32768,0,auto,2,64,284715538.916911,0.351228,0.520602,192085472.297756
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,603665565.055061,0.165655,1000000,50000000,50000000,2,32768,0,auto,2,64,288074818.473519,0.347132,0.516086,193766305.953558
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,579448472.885447,0.172578,1000000,50000000,50000000,4,32768,0,auto,2,64,287491662.611363,0.347836,0.523848,190895219.151549
